ID	cell_name	defination	description
CL:0000449	brown fat cell	A Cell From The Thermogenic Form Of Adipose Tissue Found In Many Species,  Particularly In Newborns And Hibernating Mammals, But Also In Lesser Amounts In Adults Of Other Mammals Including Humans. Brown Fat Is Capable Of Rapid Liberation Of Energy And Seems To Be Important In The Maintenance Of Body Temperature Immediately After Birth And Upon Waking From Hibernation.	brown fat cell A Cell From The Thermogenic Form Of Adipose Tissue Found In Many Species,  Particularly In Newborns And Hibernating Mammals, But Also In Lesser Amounts In Adults Of Other Mammals Including Humans. Brown Fat Is Capable Of Rapid Liberation Of Energy And Seems To Be Important In The Maintenance Of Body Temperature Immediately After Birth And Upon Waking From Hibernation.
CL:0000451	dendritic cell	A Cell Of Hematopoietic Origin, Typically Resident In Particular Tissues, Specialized In The Uptake, Processing, And Transport Of Antigens To Lymph Nodes For The Purpose Of Stimulating An Immune Response Via T Cell Activation. These Cells Are Lineage Negative (Cd3-Negative, Cd19-Negative, Cd34-Negative, And Cd56-Negative).	dendritic cell A Cell Of Hematopoietic Origin, Typically Resident In Particular Tissues, Specialized In The Uptake, Processing, And Transport Of Antigens To Lymph Nodes For The Purpose Of Stimulating An Immune Response Via T Cell Activation. These Cells Are Lineage Negative (Cd3-Negative, Cd19-Negative, Cd34-Negative, And Cd56-Negative).
CL:0000452	thyroid hormone secreting cell		thyroid hormone secreting cell
CL:0000453	Langerhans cell	Langerhans Cell Is A Conventional Dendritic Cell That Has Plasma Membrane Part Cd207. A Langerhans Cell Is A Stellate Dendritic Cell Of Myeloid Origin, That Appears Clear On Light Microscopy And Has A Dark-Staining, Indented Nucleus And Characteristic Inclusions (Birbeck Granules) In The Cytoplasm; Langerhans Cells Are Found Principally In The Stratum Spinosum Of The Epidermis, But They Also Occur In Other Stratified Epithelia And Have Been Identified In The Lung, Lymph Nodes, Spleen, And Thymus.	Langerhans cell Langerhans Cell Is A Conventional Dendritic Cell That Has Plasma Membrane Part Cd207. A Langerhans Cell Is A Stellate Dendritic Cell Of Myeloid Origin, That Appears Clear On Light Microscopy And Has A Dark-Staining, Indented Nucleus And Characteristic Inclusions (Birbeck Granules) In The Cytoplasm; Langerhans Cells Are Found Principally In The Stratum Spinosum Of The Epidermis, But They Also Occur In Other Stratified Epithelia And Have Been Identified In The Lung, Lymph Nodes, Spleen, And Thymus.
CL:0000457	biogenic amine secreting cell		biogenic amine secreting cell
CL:0000458	serotonin secreting cell	A Cell Type That Secretes 5-Hydroxytryptamine (Serotonin).	serotonin secreting cell A Cell Type That Secretes 5-Hydroxytryptamine (Serotonin).
CL:0000459	noradrenergic cell	A Cell Capable Of Producting Norepiniphrine. Norepiniphrine Is A Catecholamine With Multiple Roles Including As A Hormone And A Neurotransmitter. In Addition, Epiniphrine Is Synthesized From Norepiniphrine By The Actions Of The Phenylethanolamine N-Methyltransferase Enzyme.	noradrenergic cell A Cell Capable Of Producting Norepiniphrine. Norepiniphrine Is A Catecholamine With Multiple Roles Including As A Hormone And A Neurotransmitter. In Addition, Epiniphrine Is Synthesized From Norepiniphrine By The Actions Of The Phenylethanolamine N-Methyltransferase Enzyme.
CL:0000460	glucocorticoid secreting cell		glucocorticoid secreting cell
CL:0000462	adepithelial cell		adepithelial cell
CL:0000463	epidermal cell (sensu arthropoda)	An Epidermal Cell That Secretes Chitinous Cuticle From Its Apical Side.	epidermal cell (sensu arthropoda) An Epidermal Cell That Secretes Chitinous Cuticle From Its Apical Side.
CL:0000464	epidermoblast	An Epidermal Progenitor Cell That Arises From Neuroectoderm And In Turn Gives Rise To The Epidermal Sheath Of Ventral And Cephalic Regions.	epidermoblast An Epidermal Progenitor Cell That Arises From Neuroectoderm And In Turn Gives Rise To The Epidermal Sheath Of Ventral And Cephalic Regions.
CL:0000465	cardioblast (sensu Arthropoda)		cardioblast (sensu Arthropoda)
CL:0000467	adrenocorticotropic hormone secreting cell	A Peptide Hormone Secreting Cell That Produces Adrenocorticotropin, Or Corticotropin.	adrenocorticotropic hormone secreting cell A Peptide Hormone Secreting Cell That Produces Adrenocorticotropin, Or Corticotropin.
CL:0000468	neuroglioblast		neuroglioblast
CL:0000469	ganglion mother cell		ganglion mother cell
CL:0000470	digestive enzyme secreting cell		digestive enzyme secreting cell
CL:0000472	obsolete chlorenchyma cell	Obsolete. Use Po:0000076 From Plant Ontology Instead. Obsolete, Use Term From Plant Ontology. Parenchyma Cells Containing Chloroplasts; A Component Of Leaf Mesophyll And Other Green Parenchyma Tissue.	obsolete chlorenchyma cell Obsolete. Use Po:0000076 From Plant Ontology Instead. Obsolete, Use Term From Plant Ontology. Parenchyma Cells Containing Chloroplasts; A Component Of Leaf Mesophyll And Other Green Parenchyma Tissue.
CL:0000473	defensive cell	A Cell Whose Primary Function Is To Protect The Organism.	defensive cell A Cell Whose Primary Function Is To Protect The Organism.
CL:0000474	pericardial nephrocyte	An Insect Renal Cell That Filters Hemolymph And Is Found With Other Pericardial Nephrocytes In Two Rows Flanking The Dorsal Vessel.	pericardial nephrocyte An Insect Renal Cell That Filters Hemolymph And Is Found With Other Pericardial Nephrocytes In Two Rows Flanking The Dorsal Vessel.
CL:0000475	obsolete degenerate megaspore	Obsolete. Use Po:0000245 From Plant Ontology Instead. In Monosporic And Bisporic Megasporogenesis: The Megaspore(S) That Do Not Participate In Megagametogenesis.	obsolete degenerate megaspore Obsolete. Use Po:0000245 From Plant Ontology Instead. In Monosporic And Bisporic Megasporogenesis: The Megaspore(S) That Do Not Participate In Megagametogenesis.
CL:0000476	thyrotroph	A Basophil Cell Of The Anterior Pituitary That Produces Thyroid Stimulating Hormone, Thyrotrophin. This Cell Type Is Elongated, Polygonal And Lie In Clusters Towards The Adenohypophyseal Center.	thyrotroph A Basophil Cell Of The Anterior Pituitary That Produces Thyroid Stimulating Hormone, Thyrotrophin. This Cell Type Is Elongated, Polygonal And Lie In Clusters Towards The Adenohypophyseal Center.
CL:0000477	follicle cell		follicle cell
CL:0000478	oxytocin stimulating hormone secreting cell	A Peptide Hormone Secreting Cell That Secretes Oxytocin Stimulating Hormone	oxytocin stimulating hormone secreting cell A Peptide Hormone Secreting Cell That Secretes Oxytocin Stimulating Hormone
CL:0000479	vasopressin stimulating hormone secreting cell	A Peptide Hormone Secreting Cell That Secretes Vasopressin Stimulating Hormone	vasopressin stimulating hormone secreting cell A Peptide Hormone Secreting Cell That Secretes Vasopressin Stimulating Hormone
CL:0000480	secretin stimulating hormone secreting cell	A Peptide Hormone Secreting Cell That Secretes Secretin Stimulating Hormone	secretin stimulating hormone secreting cell A Peptide Hormone Secreting Cell That Secretes Secretin Stimulating Hormone
CL:0000481	cholecystokin stimulating hormone secreting cell	A Peptide Hormone Secreting Cell That Secretes Cholecystokin Stimulating Hormone	cholecystokin stimulating hormone secreting cell A Peptide Hormone Secreting Cell That Secretes Cholecystokin Stimulating Hormone
CL:0000482	juvenile hormone secreting cell	An Endocrine Cell That Secretes Juvenile Hormone.	juvenile hormone secreting cell An Endocrine Cell That Secretes Juvenile Hormone.
CL:0000483	bombesin stimulating hormone secreting cell	A Peptide Hormone Secreting Cell That Secretes Cholecystokin Stimulating Hormone	bombesin stimulating hormone secreting cell A Peptide Hormone Secreting Cell That Secretes Cholecystokin Stimulating Hormone
CL:0000484	connective tissue type mast cell	Mast Cell Subtype Whose Granules Contain Both The Serine Proteases Tryptase And Chymase. These Cells Are Primarily Found In Connective Tissue, Such As The Peritoneal Cavity, Skin, And Intestinal Submucosa. Their Development Is T-Cell Independent.	connective tissue type mast cell Mast Cell Subtype Whose Granules Contain Both The Serine Proteases Tryptase And Chymase. These Cells Are Primarily Found In Connective Tissue, Such As The Peritoneal Cavity, Skin, And Intestinal Submucosa. Their Development Is T-Cell Independent.
CL:0000485	mucosal type mast cell	Mast Cell Subtype That Contains Only The Serine Protease Trypase In Its Granules. These Cells Are Primarily Found In Mucosal Tissue, Such As Intestinal Mucosa And Alveoli. They Depend Upon T-Cells For Development Of Phenotype.	mucosal type mast cell Mast Cell Subtype That Contains Only The Serine Protease Trypase In Its Granules. These Cells Are Primarily Found In Mucosal Tissue, Such As Intestinal Mucosa And Alveoli. They Depend Upon T-Cells For Development Of Phenotype.
CL:0000486	garland cell	A Large Binucleate Cell That Forms A 'Garland' Around The Anterior End Of The Proventriculus (Cardia) At Its Junction With The Esophagus In Both Adults And Larvae Flies. Each Cell Is Surrounded By A Basement Membrane And There Are Numerous Micro-Invaginations (Lacunae) Extending From The Surface Into The Cytoplasm. At The Mouth Of Each Lacuna Is A Doubled Filament Forming A Specialised Filtration System (Diaphragm). The Filtrate Is Endocytosed From The Lacunae.	garland cell A Large Binucleate Cell That Forms A 'Garland' Around The Anterior End Of The Proventriculus (Cardia) At Its Junction With The Esophagus In Both Adults And Larvae Flies. Each Cell Is Surrounded By A Basement Membrane And There Are Numerous Micro-Invaginations (Lacunae) Extending From The Surface Into The Cytoplasm. At The Mouth Of Each Lacuna Is A Doubled Filament Forming A Specialised Filtration System (Diaphragm). The Filtrate Is Endocytosed From The Lacunae.
CL:0000487	oenocyte	A Large Secretory Cell Found In Clusters Underlying The Epidermis Of The Abdominal Segments Of Larval Abdominal Segments.	oenocyte A Large Secretory Cell Found In Clusters Underlying The Epidermis Of The Abdominal Segments Of Larval Abdominal Segments.
CL:0000488	visible light photoreceptor cell	A Photoreceptor Cell That Detects Visible Light.	visible light photoreceptor cell A Photoreceptor Cell That Detects Visible Light.
CL:0000489	scotopic photoreceptor cell		scotopic photoreceptor cell
CL:0000490	photopic photoreceptor cell		photopic photoreceptor cell
CL:0000491	obsolete cytotoxic T cell	Obsolete: A Cell Responsible For Spontaneous Cytotoxicity Of A Variety Of Tumor Cells Without Prior Immunization. These Natural Killer Cells Are Found In Non-Immune Humans And Experimental Animals And Are Thought By Some To Be The Same As Killer Cells (Killing By Antibody-Dependent Cell Cytotoxicity), But They Can Also Kill In The Absence Of Antibody.	obsolete cytotoxic T cell Obsolete: A Cell Responsible For Spontaneous Cytotoxicity Of A Variety Of Tumor Cells Without Prior Immunization. These Natural Killer Cells Are Found In Non-Immune Humans And Experimental Animals And Are Thought By Some To Be The Same As Killer Cells (Killing By Antibody-Dependent Cell Cytotoxicity), But They Can Also Kill In The Absence Of Antibody.
CL:0000492	CD4-positive helper T cell	A Cd4-Positive, Alpha-Beta T Cell That Cooperates With Other Lymphocytes Via Direct Contact Or Cytokine Release To Initiate A Variety Of Immune Functions.	CD4-positive helper T cell A Cd4-Positive, Alpha-Beta T Cell That Cooperates With Other Lymphocytes Via Direct Contact Or Cytokine Release To Initiate A Variety Of Immune Functions.
CL:0000493	obsolete regulatory T cell	Obsolete: Subpopulation Of Cd4+ Cells Which Induce Cd8+ Suppressor T Cells To Suppress Antibody Production By B Cells. They Also Stimulate Other Cellular Immune Responses.	obsolete regulatory T cell Obsolete: Subpopulation Of Cd4+ Cells Which Induce Cd8+ Suppressor T Cells To Suppress Antibody Production By B Cells. They Also Stimulate Other Cellular Immune Responses.
CL:0000494	UV sensitive photoreceptor cell	A Photoreceptor Cell That Detects Ultraviolet Light.	UV sensitive photoreceptor cell A Photoreceptor Cell That Detects Ultraviolet Light.
CL:0000495	blue sensitive photoreceptor cell	A Photoreceptor Cell That Is Sensitive To Blue Light.	blue sensitive photoreceptor cell A Photoreceptor Cell That Is Sensitive To Blue Light.
CL:0000496	green sensitive photoreceptor cell	A Photoreceptor Cell That Is Sensitive To Green Light.	green sensitive photoreceptor cell A Photoreceptor Cell That Is Sensitive To Green Light.
CL:0000497	red sensitive photoreceptor cell	A Photoreceptor Cell That Is Sensitive To Red Light.	red sensitive photoreceptor cell A Photoreceptor Cell That Is Sensitive To Red Light.
CL:0000498	inhibitory interneuron	An Interneuron (Also Called Relay Neuron, Association Neuron Or Local Circuit Neuron) Is A Multipolar Neuron Which Connects Afferent Neurons And Efferent Neurons In Neural Pathways. Like Motor Neurons, Interneuron Cell Bodies Are Always Located In The Central Nervous System (Cns).	inhibitory interneuron An Interneuron (Also Called Relay Neuron, Association Neuron Or Local Circuit Neuron) Is A Multipolar Neuron Which Connects Afferent Neurons And Efferent Neurons In Neural Pathways. Like Motor Neurons, Interneuron Cell Bodies Are Always Located In The Central Nervous System (Cns).
CL:0000499	stromal cell	A Connective Tissue Cell Of An Organ Found In The Loose Connective Tissue. These Are Most Often Associated With The Uterine Mucosa And The Ovary As Well As The Hematopoietic System And Elsewhere.	stromal cell A Connective Tissue Cell Of An Organ Found In The Loose Connective Tissue. These Are Most Often Associated With The Uterine Mucosa And The Ovary As Well As The Hematopoietic System And Elsewhere.
CL:0000500	follicular epithelial cell		follicular epithelial cell
CL:0000501	granulosa cell	A Supporting Cell For The Developing Female Gamete In The Ovary Of Mammals. They Develop From The Coelomic Epithelial Cells Of The Gonadal Ridge. Granulosa Cells Form A Single Layer Around The Mammalian Oocyte In The Primordial Ovarian Follicle And Advance To Form A Multilayered Cumulus Oophorus Surrounding The Ovum In The Graafian Follicle. The Major Functions Of Granulosa Cells Include The Production Of Steroids And Lh Receptors.	granulosa cell A Supporting Cell For The Developing Female Gamete In The Ovary Of Mammals. They Develop From The Coelomic Epithelial Cells Of The Gonadal Ridge. Granulosa Cells Form A Single Layer Around The Mammalian Oocyte In The Primordial Ovarian Follicle And Advance To Form A Multilayered Cumulus Oophorus Surrounding The Ovum In The Graafian Follicle. The Major Functions Of Granulosa Cells Include The Production Of Steroids And Lh Receptors.
CL:0000502	type D enteroendocrine cell	A Cell Found Throughout The Gastrointestinal Tract And In The Pancreas. They Secrete Somatostatin In Both An Endocrine And Paracrine Manner. Somatostatin Inhibits Gastrin, Cholecystokinin, Insulin, Glucagon, Pancreatic Enzymes, And Gastric Hydrochloric Acid. A Variety Of Substances Which Inhibit Gastric Acid Secretion (Vasoactive Intestinal Peptide, Calcitonin Gene-Related Peptide, Cholecystokinin, Beta-Adrenergic Agonists, And Gastric Inhibitory Peptide) Are Thought To Act By Releasing Somatostatin.	type D enteroendocrine cell A Cell Found Throughout The Gastrointestinal Tract And In The Pancreas. They Secrete Somatostatin In Both An Endocrine And Paracrine Manner. Somatostatin Inhibits Gastrin, Cholecystokinin, Insulin, Glucagon, Pancreatic Enzymes, And Gastric Hydrochloric Acid. A Variety Of Substances Which Inhibit Gastric Acid Secretion (Vasoactive Intestinal Peptide, Calcitonin Gene-Related Peptide, Cholecystokinin, Beta-Adrenergic Agonists, And Gastric Inhibitory Peptide) Are Thought To Act By Releasing Somatostatin.
